<Date>,<Close>,<Target>,<DayOfWeek>,<DayOfMonth>,<IsWeekend>,<IsStartOfWeek>,<PWA>,<PMA>
2019-01-20,1349,1309,6,20,1,0,1332.43,1262.33
2019-01-21,1309,1329,0,21,0,1,1333.71,1268.70
2019-01-22,1329,1334,1,22,0,0,1330.14,1272.80
2019-01-23,1334,1330,2,23,0,0,1330.71,1277.63
2019-01-26,1330,1378,5,26,1,0,1329.43,1283.10
2019-01-27,1378,1406,6,27,1,0,1331.00,1289.47
2019-01-28,1406,1389,0,28,0,1,1335.71,1298.07
2019-01-29,1389,1388,1,29,0,0,1347.86,1308.43
2019-01-30,1388,1360,2,30,0,0,1353.57,1318.43
2019-02-02,1360,1295,5,2,1,0,1364.86,1327.20
2019-02-03,1295,1298,6,3,1,0,1369.29,1333.57
2019-02-04,1298,1282,0,4,0,1,1363.71,1336.00
2019-02-05,1282,1278,1,5,0,0,1359.14,1336.63
2019-02-06,1278,1269,2,6,0,0,1345.43,1335.73
2019-02-10,1269,1254,6,10,1,0,1327.14,1334.33
2019-02-12,1254,1195,1,12,0,0,1310.00,1335.13
2019-02-13,1195,1193,2,13,0,0,1290.86,1334.97
2019-02-16,1193,1139,5,16,1,0,1267.29,1333.33
2019-02-17,1139,1180,6,17,1,0,1252.71,1330.40
2019-02-18,1180,1222,0,18,0,1,1230.00,1323.97
2019-02-19,1222,1191,1,19,0,0,1215.43,1316.87
2019-02-20,1191,1221,2,20,0,0,1207.43,1309.77
2019-02-23,1221,1224,5,23,1,0,1196.29,1301.80
2019-02-24,1224,1220,6,24,1,0,1191.57,1297.20
2019-02-25,1220,1172,0,25,0,1,1195.71,1293.33
2019-02-26,1172,1183,1,26,0,0,1199.57,1289.53
2019-02-27,1183,1221,2,27,0,0,1204.29,1284.43
2019-03-02,1221,1252,5,2,1,0,1204.71,1279.10
2019-03-03,1252,1259,6,3,1,0,1204.57,1275.83
2019-03-04,1259,1236,0,4,0,1,1213.29,1272.73
2019-03-05,1236,1229,1,5,0,0,1218.71,1270.67
2019-03-06,1229,1210,2,6,0,0,1220.43,1266.90
2019-03-09,1210,1203,5,9,1,0,1221.71,1264.23
2019-03-10,1203,436,6,10,1,0,1227.14,1260.27
2019-04-23,436,457,1,23,0,0,1230.00,1255.90
2019-04-24,457,479,2,24,0,0,1117.86,1226.10
2019-04-27,479,475,5,27,1,0,1004.29,1195.40
2019-04-28,475,470,6,28,1,0,892.86,1164.50
2019-04-29,470,466,0,29,0,1,784.14,1134.03
2019-04-30,466,466,1,30,0,0,675.71,1103.43
2019-05-01,466,479,2,1,0,0,569.43,1073.63
2019-05-04,479,500,5,4,1,0,464.14,1046.00
2019-05-05,500,490,6,5,1,0,470.29,1018.70
2019-05-06,490,469,0,6,0,1,476.43,992.63
2019-05-07,469,465,1,7,0,0,478.00,966.37
2019-05-08,465,464,2,8,0,0,477.14,939.70
2019-05-11,464,449,5,11,1,0,476.43,913.40
2019-05-12,449,447,6,12,1,0,476.14,889.03
2019-05-13,447,445,0,13,0,1,473.71,864.23
2019-05-14,445,440,1,14,0,0,469.14,841.17
2019-05-15,440,432,2,15,0,0,461.29,816.67
2019-05-18,432,420,5,18,1,0,454.14,790.60
2019-05-19,420,420,6,19,1,0,448.86,765.30
2019-05-20,420,431,0,20,0,1,442.43,738.60
2019-05-21,431,437,1,21,0,0,436.14,711.80
2019-05-22,437,428,2,22,0,0,433.57,685.50
2019-05-25,428,421,5,25,1,0,432.14,661.00
2019-05-26,421,436,6,26,1,0,429.71,635.83
2019-05-28,436,435,1,28,0,0,427.00,609.17
2019-05-29,435,452,2,29,0,0,427.57,581.97
2019-06-01,452,466,5,1,1,0,429.71,554.50
2019-06-02,466,481,6,2,1,0,434.29,528.37
2019-06-03,481,470,0,3,0,1,439.29,502.93
2019-06-08,470,477,5,8,1,0,445.57,478.63
2019-06-09,477,467,6,9,1,0,451.57,454.20
2019-06-10,467,455,0,10,0,1,459.57,455.57
2019-06-11,455,464,1,11,0,0,464.00,455.90
2019-06-12,464,462,2,12,0,0,466.86,455.10
2019-06-15,462,465,5,15,1,0,468.57,454.73
2019-06-16,465,452,6,16,1,0,468.00,454.47
2019-06-17,452,448,0,17,0,1,465.71,454.43
2019-06-18,448,438,1,18,0,0,463.14,453.97
2019-06-19,438,426,2,19,0,0,459.00,452.93
2019-06-22,426,441,5,22,1,0,454.86,450.87
2019-06-23,441,457,6,23,1,0,450.71,448.73
2019-06-24,457,460,0,24,0,1,447.43,447.80
2019-06-25,460,448,1,25,0,0,446.71,447.53
2019-06-26,448,440,2,26,0,0,446.00,447.40
2019-06-30,440,444,6,30,1,0,445.43,447.37
2019-07-01,444,443,0,1,0,1,444.29,447.13
2019-07-02,443,441,1,2,0,0,445.14,447.10
2019-07-03,441,441,2,3,0,0,447.57,447.20
2019-07-06,441,439,5,6,1,0,447.57,447.50
2019-07-07,439,442,6,7,1,0,445.29,448.20
2019-07-08,442,436,0,8,0,1,442.29,448.83
2019-07-09,436,438,1,9,0,0,441.43,449.20
2019-07-10,438,450,2,10,0,0,440.86,449.17
2019-07-13,450,468,5,13,1,0,440.00,449.50
2019-07-14,468,479,6,14,1,0,441.00,450.47
2019-07-15,479,464,0,15,0,1,444.86,451.53
2019-07-16,464,455,1,16,0,0,450.29,453.00
2019-07-17,455,476,2,17,0,0,453.86,453.40
2019-07-22,476,451,0,22,0,1,455.71,453.03
2019-07-23,451,443,1,23,0,0,461.43,452.87
2019-07-24,443,437,2,24,0,0,463.29,452.23
2019-07-27,437,438,5,27,1,0,462.29,451.10
2019-07-28,438,432,6,28,1,0,457.86,450.10
2019-07-29,432,428,0,29,0,1,452.00,449.53
2019-07-30,428,431,1,30,0,0,447.43,448.47
2019-07-31,431,432,2,31,0,0,443.57,447.33
2019-08-03,432,427,5,3,1,0,437.14,446.20
2019-08-04,427,428,6,4,1,0,434.43,445.53
2019-08-05,428,423,0,5,0,1,432.14,444.83
2019-08-06,423,421,1,6,0,0,430.86,444.50
2019-08-07,421,419,2,7,0,0,428.71,444.40
2019-08-10,419,410,5,10,1,0,427.14,443.73
2019-08-11,410,422,6,11,1,0,425.86,442.47
2019-08-13,422,430,1,13,0,0,422.86,440.80
2019-08-14,430,427,2,14,0,0,421.43,439.93
2019-08-17,427,424,5,17,1,0,421.86,439.60
2019-08-18,424,420,6,18,1,0,421.71,439.03
2019-08-19,420,417,0,19,0,1,421.86,438.40
2019-08-21,417,431,2,21,0,0,421.71,437.70
2019-08-24,431,442,5,24,1,0,421.43,436.90
2019-08-25,442,451,6,25,1,0,424.43,436.63
2019-08-26,451,458,0,26,0,1,427.29,436.63
2019-08-27,458,443,1,27,0,0,430.29,437.13
2019-08-28,443,448,2,28,0,0,434.71,437.80
2019-08-31,448,439,5,31,1,0,437.43,437.57
2019-09-01,439,432,6,1,1,0,441.43,436.90
2019-09-02,432,441,0,2,0,1,444.57,435.57
2019-09-03,441,451,1,3,0,0,444.71,434.50
2019-09-04,451,439,2,4,0,0,444.57,434.03
2019-09-07,439,441,5,7,1,0,444.57,433.20
2019-09-08,441,454,6,8,1,0,441.86,432.80
2019-09-11,454,466,2,11,0,0,441.57,432.73
2019-09-14,466,489,5,14,1,0,442.43,433.30
2019-09-15,489,506,6,15,1,0,446.29,434.23
2019-09-16,506,530,0,16,0,1,454.43,436.13
2019-09-17,530,540,1,17,0,0,463.71,438.73
2019-09-18,540,535,2,18,0,0,475.00,442.03
2019-09-21,535,527,5,21,1,0,489.43,445.63
2019-09-22,527,539,6,22,1,0,502.86,449.23
2019-09-23,539,535,0,23,0,1,513.29,452.53
2019-09-24,535,546,1,24,0,0,523.71,456.40
2019-09-25,546,565,2,25,0,0,530.29,460.20
2019-09-28,565,592,5,28,1,0,536.00,464.43
2019-09-29,592,619,6,29,1,0,541.00,469.60
2019-09-30,619,648,0,30,0,1,548.43,475.27
2019-10-01,648,671,1,1,0,0,560.43,481.57
2019-10-02,671,680,2,2,0,0,577.71,488.93
2019-10-05,680,647,5,5,1,0,596.57,497.17
2019-10-06,647,640,6,6,1,0,617.29,505.83
2019-10-07,640,611,0,7,0,1,631.71,513.50
2019-10-08,611,598,1,8,0,0,642.43,520.47
2019-10-09,598,599,2,9,0,0,645.14,526.10
2019-10-12,599,604,5,12,1,0,642.14,531.00
2019-10-13,604,579,6,13,1,0,635.14,535.70
2019-10-14,579,568,0,14,0,1,625.57,541.07
2019-10-15,568,559,1,15,0,0,611.14,545.43
2019-10-16,559,578,2,16,0,0,599.86,549.73
2019-10-20,578,568,6,20,1,0,588.29,553.97
2019-10-21,568,580,0,21,0,1,583.57,558.53
2019-10-22,580,571,1,22,0,0,579.29,562.43
2019-10-23,571,569,2,23,0,0,576.57,567.13
2019-10-26,569,570,5,26,1,0,571.86,571.47
2019-10-28,570,559,0,28,0,1,570.43,575.30
2019-10-30,559,562,2,30,0,0,570.71,578.77
2019-11-02,562,564,5,2,1,0,570.71,581.10
2019-11-03,564,539,6,3,1,0,568.43,582.97
2019-11-04,539,538,0,4,0,1,567.86,584.10
2019-11-05,538,535,1,5,0,0,562.00,584.07
2019-11-09,535,528,5,9,1,0,557.29,584.17
2019-11-10,528,528,6,10,1,0,552.43,584.43
2019-11-11,528,534,0,11,0,1,546.43,584.07
2019-11-12,534,531,1,12,0,0,542.00,583.83
2019-11-13,531,533,2,13,0,0,538.00,583.43
2019-11-16,533,525,5,16,1,0,533.29,582.30
2019-11-17,525,535,6,17,1,0,532.43,580.33
2019-11-18,535,553,0,18,0,1,530.57,577.20
2019-11-19,553,567,1,19,0,0,530.57,573.43
2019-11-20,567,562,2,20,0,0,534.14,569.50
2019-11-23,562,546,5,23,1,0,539.71,565.73
2019-11-24,546,557,6,24,1,0,543.71,562.90
2019-11-25,557,559,0,25,0,1,545.86,559.77
2019-11-26,559,552,1,26,0,0,549.29,557.97
2019-11-27,552,572,2,27,0,0,554.14,556.67
2019-11-30,572,579,5,30,1,0,556.57,555.10
2019-12-01,579,578,6,1,1,0,559.29,554.03
2019-12-02,578,567,0,2,0,1,561.00,554.03
2019-12-03,567,559,1,3,0,0,563.29,554.37
2019-12-04,559,567,2,4,0,0,566.29,554.63
2019-12-07,567,579,5,7,1,0,566.57,554.00
2019-12-08,579,582,6,8,1,0,567.71,553.97
2019-12-09,582,606,0,9,0,1,571.57,553.93
2019-12-10,606,606,1,10,0,0,573.00,554.30
2019-12-11,606,603,2,11,0,0,576.86,555.53
2019-12-14,603,604,5,14,1,0,580.86,556.73
2019-12-15,604,608,6,15,1,0,586.00,558.20
2019-12-16,608,602,0,16,0,1,592.43,559.60
2019-12-17,602,621,1,17,0,0,598.29,561.07
2019-12-18,621,640,2,18,0,0,601.57,563.17
2019-12-21,640,647,5,21,1,0,607.14,565.93
2019-12-22,647,643,6,22,1,0,612.00,569.43
2019-12-23,643,636,0,23,0,1,617.86,573.40
2019-12-24,636,625,1,24,0,0,623.57,577.23
2019-12-25,625,638,2,25,0,0,628.14,580.63
2019-12-28,638,630,5,28,1,0,630.57,583.77
2019-12-29,630,639,6,29,1,0,635.71,587.27
2019-12-30,639,623,0,30,0,1,637.00,590.77
2019-12-31,623,613,1,31,0,0,636.86,594.23
2020-01-01,613,578,2,1,0,0,633.43,596.57
2020-01-04,578,577,5,4,1,0,629.14,598.10
2020-01-05,577,571,6,5,1,0,620.86,598.63
2020-01-07,571,542,1,7,0,0,614.00,599.67
2020-01-08,542,543,2,8,0,0,604.43,600.13
2020-01-11,543,570,5,11,1,0,591.86,599.57
2020-01-12,570,598,6,12,1,0,578.14,599.27
2020-01-13,598,614,0,13,0,1,570.57,599.20
2020-01-14,614,606,1,14,0,0,568.43,599.83
2020-01-15,606,625,2,15,0,0,573.57,601.03
2020-01-18,625,639,5,18,1,0,577.71,602.33
2020-01-19,639,634,6,19,1,0,585.43,604.53
2020-01-20,634,627,0,20,0,1,599.29,606.93
2020-01-21,627,616,1,21,0,0,612.29,608.77
2020-01-22,616,623,2,22,0,0,620.43,610.27
2020-01-25,623,630,5,25,1,0,623.00,610.60
2020-01-26,630,647,6,26,1,0,624.29,611.17
2020-01-27,647,672,0,27,0,1,627.71,612.07
2020-01-28,672,705,1,28,0,0,630.86,613.50
2020-02-01,705,738,5,1,1,0,635.57,615.63
2020-02-02,738,769,6,2,1,0,645.71,619.07
2020-02-03,769,798,0,3,0,1,661.57,622.97
2020-02-04,798,786,1,4,0,0,683.43,627.27
2020-02-05,786,790,2,5,0,0,708.43,632.30
2020-02-08,790,748,5,8,1,0,730.71,637.07
2020-02-09,748,739,6,9,1,0,751.14,642.20
2020-02-10,739,739,0,10,0,1,762.00,646.30
2020-02-12,739,735,2,12,0,0,766.86,649.67
2020-02-15,735,715,5,15,1,0,767.00,653.30
2020-02-16,715,720,6,16,1,0,762.14,656.50
2020-02-17,720,712,0,17,0,1,750.29,659.57
2020-02-18,712,709,1,18,0,0,740.86,663.13
2020-02-19,709,674,2,19,0,0,729.71,667.60
2020-02-22,674,732,5,22,1,0,724.14,672.00
2020-02-25,732,751,1,25,0,0,714.86,675.43
2020-02-26,751,706,2,26,0,0,713.86,681.77
2020-02-29,706,712,5,29,1,0,716.14,688.70
2020-03-01,712,735,6,1,1,0,714.86,693.23
2020-03-02,735,740,0,2,0,1,713.71,697.03
2020-03-03,740,753,1,3,0,0,717.00,701.07
2020-03-04,753,732,2,4,0,0,721.43,705.53
2020-03-07,732,700,5,7,1,0,732.71,709.80
2020-03-09,700,685,0,9,0,1,732.71,712.90
2020-03-10,685,700,1,10,0,0,725.43,715.10
2020-03-11,700,719,2,11,0,0,722.43,717.03
2020-03-14,719,681,5,14,1,0,720.71,719.83
2020-03-15,681,682,6,15,1,0,718.43,723.03
2020-03-16,682,707,0,16,0,1,710.00,724.73
2020-03-17,707,725,1,17,0,0,699.86,725.90
2020-03-18,725,757,2,18,0,0,696.29,727.07
2020-03-24,757,788,1,24,0,0,699.86,727.73
2020-03-25,788,826,2,25,0,0,710.14,728.37
2020-03-28,826,867,5,28,1,0,722.71,729.00
2020-03-29,867,880,6,29,1,0,738.00,729.93
2020-03-30,880,898,0,30,0,1,764.57,732.63
2020-04-04,898,929,5,4,1,0,792.86,735.63
2020-04-05,929,906,6,5,1,0,820.14,740.63
2020-04-06,906,923,0,6,0,1,849.29,746.97
2020-04-07,923,938,1,7,0,0,870.57,752.53
2020-04-08,938,925,2,8,0,0,889.86,758.80
2020-04-11,925,915,5,11,1,0,905.86,766.23
2020-04-12,915,910,6,12,1,0,914.14,773.07
2020-04-13,910,899,0,13,0,1,919.14,779.83
2020-04-14,899,920,1,14,0,0,920.86,786.53
2020-04-15,920,964,2,15,0,0,916.57,794.03
2020-04-18,964,1012,5,18,1,0,918.57,800.30
2020-04-19,1012,1056,6,19,1,0,924.43,807.40
2020-04-20,1056,1099,0,20,0,1,935.00,817.60
2020-04-21,1099,1153,1,21,0,0,953.71,829.07
2020-04-22,1153,1210,2,22,0,0,980.00,841.20
2020-04-25,1210,1270,5,25,1,0,1014.71,854.97
2020-04-26,1270,1333,6,26,1,0,1059.14,870.20
2020-04-27,1333,1393,0,27,0,1,1109.14,888.13
2020-04-28,1393,1535,1,28,0,0,1161.86,909.23
2020-05-02,1535,1608,5,2,1,0,1216.29,932.83
2020-05-03,1608,1688,6,3,1,0,1284.71,960.67
2020-05-04,1688,1770,0,4,0,1,1357.43,990.30
2020-05-05,1770,1852,1,5,0,0,1433.86,1023.87
2020-05-06,1852,1927,2,6,0,0,1513.86,1060.13
2020-05-09,1927,2023,5,9,1,0,1597.00,1098.30
2020-05-10,2023,2124,6,10,1,0,1681.86,1138.37
2020-05-11,2124,2230,0,11,0,1,1771.86,1180.57
2020-05-12,2230,2231,1,12,0,0,1856.00,1225.10
2020-05-13,2231,2145,2,13,0,0,1944.86,1271.90
2020-05-16,2145,1985,5,16,1,0,2022.43,1317.37
2020-05-17,1985,2080,6,17,1,0,2076.00,1359.53
2020-05-18,2080,2000,0,18,0,1,2095.00,1395.77
2020-05-19,2000,1859,1,19,0,0,2116.86,1434.13
2020-05-20,1859,1746,2,20,0,0,2113.57,1470.60
2020-05-23,1746,1746,5,23,1,0,2075.71,1501.80
2020-05-26,1746,1741,1,26,0,0,2006.57,1528.73
2020-05-27,1741,1799,2,27,0,0,1937.29,1556.10
2020-05-30,1799,1875,5,30,1,0,1879.57,1583.63
2020-05-31,1875,1789,6,31,1,0,1853.00,1613.27
2020-06-01,1789,1785,0,1,0,1,1823.71,1645.80
2020-06-02,1785,1841,1,2,0,0,1793.57,1674.77
2020-06-06,1841,1905,5,6,1,0,1783.00,1702.13
2020-06-07,1905,1998,6,7,1,0,1796.57,1729.77
2020-06-08,1998,1903,0,8,0,1,1819.29,1758.07
2020-06-09,1903,1908,1,9,0,0,1856.00,1788.03
2020-06-10,1908,1990,2,10,0,0,1870.86,1813.03
2020-06-13,1990,2080,5,13,1,0,1875.57,1836.30
2020-06-14,2080,2180,6,14,1,0,1904.29,1860.30
2020-06-15,2180,2280,0,15,0,1,1946.43,1885.20
2020-06-16,2280,2390,1,16,0,0,1994.86,1911.43
2020-06-20,2390,2500,5,20,1,0,2048.43,1936.27
2020-06-21,2500,2620,6,21,1,0,2104.43,1962.33
2020-06-22,2620,2750,0,22,0,1,2189.71,1989.40
2020-06-28,2750,2880,6,28,1,0,2291.43,2017.73
2020-06-29,2880,3000,0,29,0,1,2400.00,2047.67
2020-06-30,3000,3150,1,30,0,0,2514.29,2079.43
2020-07-01,3150,3300,2,1,0,0,2631.43,2112.00
2020-07-04,3300,3430,5,4,1,0,2755.71,2146.20
2020-07-05,3430,3520,6,5,1,0,2885.71,2181.87
2020-07-06,3520,3690,0,6,0,1,3018.57,2221.83
2020-07-07,3690,3870,1,7,0,0,3147.14,2267.67
2020-07-08,3870,4010,2,8,0,0,3281.43,2324.50
2020-07-11,4010,4080,5,11,1,0,3422.86,2384.17
2020-07-12,4080,4280,6,12,1,0,3567.14,2451.17
2020-07-13,4280,4460,0,13,0,1,3700.00,2525.20
2020-07-15,4460,4220,2,15,0,0,3840.00,2609.67
2020-07-18,4220,4430,5,18,1,0,3987.14,2700.13
2020-07-19,4430,4660,6,19,1,0,4087.14,2782.77
2020-07-22,4660,4840,2,22,0,0,4192.86,2870.47
2020-07-25,4840,5070,5,25,1,0,4305.71,2963.30
2020-07-26,5070,5110,6,26,1,0,4424.29,3065.00
2020-07-27,5110,4800,0,27,0,1,4565.71,3174.50
2020-07-28,4800,4350,1,28,0,0,4684.29,3283.47
2020-07-29,4350,4560,2,29,0,0,4732.86,3379.97
2020-08-01,4560,4410,5,1,1,0,4751.43,3458.37
2020-08-02,4410,4500,6,2,1,0,4770.00,3546.93
2020-08-03,4500,4120,0,3,0,1,4734.29,3630.33
2020-08-04,4120,4160,1,4,0,0,4685.71,3714.00
2020-08-05,4160,4360,2,5,0,0,4550.00,3782.00
2020-08-09,4360,4570,6,9,1,0,4414.29,3848.00
2020-08-10,4570,4090,0,10,0,1,4351.43,3917.33
2020-08-11,4090,4210,1,11,0,0,4382.86,3990.00
2020-08-12,4210,3970,2,12,0,0,4315.71,4043.00
2020-08-15,3970,3750,5,15,1,0,4287.14,4096.00
2020-08-16,3750,3790,6,16,1,0,4211.43,4136.67
2020-08-17,3790,3830,0,17,0,1,4158.57,4165.67
2020-08-18,3830,3750,1,18,0,0,4105.71,4192.00
2020-08-19,3750,3820,2,19,0,0,4030.00,4214.67
2020-08-22,3820,3600,5,22,1,0,3912.86,4229.67
2020-08-23,3600,3430,6,23,1,0,3874.29,4242.67
2020-08-24,3430,3390,0,24,0,1,3787.14,4245.33
2020-08-25,3390,3550,1,25,0,0,3710.00,4236.67
2020-08-26,3550,3720,2,26,0,0,3658.57,4220.67
2020-08-31,3720,3730,0,31,0,1,3624.29,4205.33
2020-09-01,3730,3520,1,1,0,0,3608.57,4193.33
2020-09-02,3520,3580,2,2,0,0,3605.71,4175.00
2020-09-05,3580,3720,5,5,1,0,3562.86,4143.67
2020-09-06,3720,3660,6,6,1,0,3560.00,4122.33
2020-09-07,3660,3370,0,7,0,1,3601.43,4098.67
2020-09-08,3370,3500,1,8,0,0,3640.00,4065.33
2020-09-09,3500,3480,2,9,0,0,3614.29,4016.33
2020-09-12,3480,3650,5,12,1,0,3582.86,3964.00
2020-09-13,3650,3800,6,13,1,0,3547.14,3909.67
2020-09-14,3800,3970,0,14,0,1,3565.71,3871.33
2020-09-15,3970,4160,1,15,0,0,3597.14,3853.00
2020-09-16,4160,4360,2,16,0,0,3632.86,3833.33
2020-09-19,4360,4490,5,19,1,0,3704.29,3825.00
2020-09-20,4490,4220,6,20,1,0,3845.71,3820.33
2020-09-29,4220,4220,1,29,0,0,3987.14,3832.67
2020-09-30,4220,4230,2,30,0,0,4092.86,3834.67
2020-10-03,4230,4420,5,3,1,0,4174.29,3830.00
2020-10-04,4420,4210,6,4,1,0,4235.71,3818.67
2020-10-05,4210,4250,0,5,0,1,4300.00,3829.67
2020-10-06,4250,4380,1,6,0,0,4307.14,3829.67
2020-10-07,4380,4520,2,7,0,0,4291.43,3839.00
2020-10-10,4520,4710,5,10,1,0,4275.71,3860.00
2020-10-11,4710,4850,6,11,1,0,4318.57,3884.33
2020-10-12,4850,4680,0,12,0,1,4388.57,3913.67
2020-10-13,4680,4440,1,13,0,0,4477.14,3950.33
2020-10-14,4440,4360,2,14,0,0,4514.29,3979.00
2020-10-18,4360,3990,6,18,1,0,4547.14,4007.00
2020-10-19,3990,3980,0,19,0,1,4562.86,4038.00
2020-10-20,3980,4010,1,20,0,0,4507.14,4058.00
2020-10-21,4010,3790,2,21,0,0,4430.00,4072.33
2020-10-24,3790,3580,5,24,1,0,4330.00,4082.00
2020-10-26,3580,3550,0,26,0,1,4178.57,4084.00
2020-10-27,3550,3440,1,27,0,0,4021.43,4086.00
2020-10-28,3440,3430,2,28,0,0,3894.29,4085.00
2020-10-31,3430,3400,5,31,1,0,3762.86,4075.67
2020-11-01,3400,3280,6,1,1,0,3682.86,4068.00
2020-11-02,3280,3250,0,2,0,1,3600.00,4069.00
2020-11-04,3250,3170,2,4,0,0,3495.71,4061.67
2020-11-07,3170,2870,5,7,1,0,3418.57,4054.00
2020-11-08,2870,2800,6,8,1,0,3360.00,4038.00
2020-11-09,2800,2780,0,9,0,1,3262.86,4007.00
2020-11-10,2780,2700,1,10,0,0,3171.43,3968.00
2020-11-11,2700,2730,2,11,0,0,3078.57,3922.00
2020-11-14,2730,2850,5,14,1,0,2978.57,3866.67
2020-11-15,2850,2970,6,15,1,0,2900.00,3808.00
2020-11-16,2970,3090,0,16,0,1,2842.86,3762.33
2020-11-17,3090,3230,1,17,0,0,2814.29,3720.67
2020-11-18,3230,3390,2,18,0,0,2845.71,3682.67
2020-11-21,3390,3490,5,21,1,0,2907.14,3643.00
2020-11-22,3490,3490,6,22,1,0,2994.29,3615.67
2020-11-23,3490,3650,0,23,0,1,3107.14,3590.33
2020-11-24,3650,3800,1,24,0,0,3215.71,3560.67
2020-11-25,3800,3890,2,25,0,0,3330.00,3531.67
2020-11-28,3890,3750,5,28,1,0,3448.57,3501.33
2020-11-29,3750,3810,6,29,1,0,3562.86,3469.33
2020-11-30,3810,3860,0,30,0,1,3637.14,3438.33
2020-12-01,3860,3720,1,1,0,0,3697.14,3417.33
2020-12-02,3720,3680,2,2,0,0,3750.00,3400.67
2020-12-05,3680,3690,5,5,1,0,3782.86,3391.67
2020-12-06,3690,3760,6,6,1,0,3787.14,3381.67
2020-12-07,3760,3910,0,7,0,1,3771.43,3371.00
2020-12-08,3910,3980,1,8,0,0,3752.86,3370.00
2020-12-09,3980,3880,2,9,0,0,3775.71,3381.00
2020-12-12,3880,3610,5,12,1,0,3800.00,3395.33
2020-12-13,3610,3700,6,13,1,0,3802.86,3410.00
2020-12-14,3700,3440,0,14,0,1,3787.14,3416.00
2020-12-15,3440,3320,1,15,0,0,3790.00,3426.00
2020-12-16,3320,3310,2,16,0,0,3754.29,3431.33
2020-12-19,3310,3240,5,19,1,0,3691.43,3433.67
2020-12-20,3240,3150,6,20,1,0,3605.71,3438.33
2020-12-21,3150,3190,0,21,0,1,3500.00,3450.67
2020-12-22,3190,3260,1,22,0,0,3395.71,3462.33
2020-12-23,3260,3150,2,23,0,0,3335.71,3476.00
2020-12-26,3150,3150,5,26,1,0,3272.86,3494.67
2020-12-27,3150,3180,6,27,1,0,3231.43,3508.67
2021-01-04,3180,3150,0,4,0,1,3207.14,3518.67
2021-01-05,3150,3010,1,5,0,0,3188.57,3525.67
2021-01-06,3010,2900,2,6,0,0,3175.71,3527.67
2021-01-09,2900,2890,5,9,1,0,3155.71,3520.33
2021-01-10,2890,2820,6,10,1,0,3114.29,3504.00
2021-01-11,2820,2690,0,11,0,1,3061.43,3484.00
2021-01-12,2690,2530,1,12,0,0,3014.29,3461.67
2021-01-13,2530,2470,2,13,0,0,2948.57,3429.67
2021-01-16,2470,2450,5,16,1,0,2855.71,3387.33
2021-01-18,2450,2400,0,18,0,1,2758.57,3340.00
2021-01-19,2400,2440,1,19,0,0,2678.57,3296.67
2021-01-20,2440,2550,2,20,0,0,2607.14,3249.67
2021-01-23,2550,2670,5,23,1,0,2542.86,3202.33
2021-01-24,2670,2770,6,24,1,0,2504.29,3163.33
2021-01-25,2770,2800,0,25,0,1,2501.43,3129.67
2021-01-26,2800,2710,1,26,0,0,2535.71,3099.00
2021-01-27,2710,2750,2,27,0,0,2582.86,3067.00
2021-01-30,2750,2870,5,30,1,0,2620.00,3027.00
2021-01-31,2870,2880,6,31,1,0,2670.00,2986.00
2021-02-01,2880,2700,0,1,0,1,2731.43,2952.33
2021-02-02,2700,2670,1,2,0,0,2778.57,2928.00
2021-02-03,2670,2470,2,3,0,0,2782.86,2894.67
2021-02-06,2470,2530,5,6,1,0,2768.57,2869.00
2021-02-07,2530,2640,6,7,1,0,2721.43,2840.67
2021-02-08,2640,2680,0,8,0,1,2695.71,2814.67
2021-02-09,2680,2790,1,9,0,0,2680.00,2794.67
2021-02-13,2790,2840,5,13,1,0,2652.86,2779.00
2021-02-14,2840,2710,6,14,1,0,2640.00,2765.67
2021-02-15,2710,2660,0,15,0,1,2660.00,2751.67
2021-02-16,2660,2650,1,16,0,0,2665.71,2737.00
2021-02-17,2650,2560,2,17,0,0,2692.86,2720.67
2021-02-20,2560,2520,5,20,1,0,2710.00,2703.00
2021-02-21,2520,2510,6,21,1,0,2698.57,2683.33
2021-02-22,2510,2550,0,22,0,1,2675.71,2667.00
2021-02-23,2550,2530,1,23,0,0,2635.71,2654.00
2021-02-24,2530,2420,2,24,0,0,2594.29,2642.67
2021-02-27,2420,2380,5,27,1,0,2568.57,2633.00
2021-02-28,2380,2400,6,28,1,0,2534.29,2624.00
2021-03-01,2400,2440,0,1,0,1,2495.71,2619.00
2021-03-02,2440,2380,1,2,0,0,2472.86,2616.67
2021-03-03,2380,2290,2,3,0,0,2461.43,2616.33
2021-03-06,2290,2290,5,6,1,0,2442.86,2615.67
2021-03-07,2290,2340,6,7,1,0,2405.71,2610.67
2021-03-08,2340,2380,0,8,0,1,2371.43,2602.00
2021-03-09,2380,2300,1,9,0,0,2360.00,2591.00
2021-03-10,2300,2400,2,10,0,0,2360.00,2578.00
2021-03-13,2400,2490,5,13,1,0,2345.71,2561.33
2021-03-14,2490,2480,6,14,1,0,2340.00,2551.00
2021-03-15,2480,2560,0,15,0,1,2355.71,2542.33
2021-03-16,2560,2690,1,16,0,0,2382.86,2529.33
2021-03-17,2690,2740,2,17,0,0,2421.43,2518.67
2021-03-27,2740,2700,5,27,1,0,2471.43,2518.33
2021-03-30,2700,2600,1,30,0,0,2522.86,2520.67
2021-03-31,2600,2580,2,31,0,0,2580.00,2528.33
